Year,School,Conf,Rank,G,W,L,Opp_Fum,Opp_Int,Opp_TO,Fum,Int,TO,Margin,Margin/G
2020,Arizona St.,Pac-12,1,4,2,2,8,5,13,4,1,5,8,2.0
2020,Ohio,MAC,2,3,2,1,1,5,6,2,0,2,4,1.3333333333333333
2020,Ohio St.,Big Ten,3,8,7,1,12,7,19,3,6,9,10,1.25
2020,Washington,Pac-12,3,4,3,1,5,3,8,0,3,3,5,1.25
2020,Central Florida,AAC,5,10,6,4,13,9,22,6,4,10,12,1.2
2020,Ball St.,MAC,6,8,7,1,8,10,18,3,6,9,9,1.125
2020,Iowa,Big Ten,6,8,6,2,7,11,18,4,5,9,9,1.125
2020,Wake Forest,ACC,8,9,4,5,4,13,17,2,5,7,10,1.1111111111111112
2020,Coastal Carolina,Sun Belt,9,12,11,1,9,16,25,7,5,12,13,1.0833333333333333
2020,Central Michigan,MAC,10,6,3,3,7,8,15,5,4,9,6,1.0
2020,Indiana,Big Ten,10,8,6,2,3,17,20,7,5,12,8,1.0
2020,Texas,Big 12,10,10,7,3,9,10,19,4,5,9,10,1.0
2020,Kentucky,SEC,13,11,5,6,6,16,22,7,5,12,10,0.9090909090909091
2020,Louisiana,Sun Belt,13,11,10,1,7,16,23,6,7,13,10,0.9090909090909091
2020,LSU,SEC,15,10,5,5,9,13,22,4,9,13,9,0.9
2020,Baylor,Big 12,16,9,2,7,5,12,17,1,8,9,8,0.8888888888888888
2020,USC,Pac-12,17,6,5,1,7,9,16,4,7,11,5,0.8333333333333334
2020,Alabama,SEC,18,13,13,0,10,12,22,8,4,12,10,0.7692307692307693
2020,BYU,FBS Independent,19,12,11,1,10,8,18,5,4,9,9,0.75
2020,Illinois,Big Ten,19,8,2,6,8,7,15,5,4,9,6,0.75
2020,Georgia Southern,Sun Belt,21,13,8,5,8,18,26,6,11,17,9,0.6923076923076923
2020,Clemson,ACC,22,12,10,2,9,14,23,9,6,15,8,0.6666666666666666
2020,Rutgers,Big Ten,22,9,3,6,12,8,20,5,9,14,6,0.6666666666666666
2020,Boston College,ACC,24,11,6,5,12,9,21,6,8,14,7,0.6363636363636364
2020,Texas A&M,SEC,25,10,9,1,4,10,14,4,4,8,6,0.6
2020,UTSA,C-USA,26,12,7,5,8,11,19,4,8,12,7,0.5833333333333334
2020,Buffalo,MAC,27,7,6,1,4,6,10,2,4,6,4,0.5714285714285714
2020,New Mexico,Mountain West,27,7,2,5,7,6,13,3,6,9,4,0.5714285714285714
2020,Hawaii,Mountain West,29,9,5,4,5,12,17,6,6,12,5,0.5555555555555556
2020,Arkansas,SEC,30,10,3,7,5,13,18,7,6,13,5,0.5
2020,Army,FBS Independent,30,12,9,3,6,14,20,8,6,14,6,0.5
2020,Cincinnati,AAC,30,10,9,1,5,16,21,10,6,16,5,0.5
2020,Notre Dame,Independent,30,12,10,2,10,7,17,8,3,11,6,0.5
2020,SMU,AAC,30,10,7,3,10,7,17,6,6,12,5,0.5
2020,Oklahoma,Big 12,35,11,9,2,3,16,19,6,8,14,5,0.45454545454545453
2020,Northwestern,Big Ten,36,9,7,2,5,14,19,7,8,15,4,0.4444444444444444
2020,Tulane,AAC,37,12,6,6,10,9,19,4,10,14,5,0.4166666666666667
2020,Auburn,SEC,38,11,6,5,4,9,13,2,7,9,4,0.36363636363636365
2020,Miami (FL),FL ,38,11,8,3,9,7,16,6,6,12,4,0.36363636363636365
2020,Pittsburgh,ACC,38,11,6,5,6,14,20,4,12,16,4,0.36363636363636365
2020,Charlotte,C-USA,41,6,2,4,3,5,8,4,2,6,2,0.3333333333333333
2020,Iowa St.,Big 12,41,12,9,3,9,9,18,5,9,14,4,0.3333333333333333
2020,Stanford,Pac-12,41,6,4,2,5,2,7,2,3,5,2,0.3333333333333333
2020,Marshall,C-USA,44,10,7,3,10,5,15,2,10,12,3,0.3
2020,Syracuse,ACC,45,11,1,10,11,13,24,9,12,21,3,0.2727272727272727
2020,Virginia Tech,ACC,45,11,5,6,5,12,17,8,6,14,3,0.2727272727272727
2020,Colorado St.,Mountain West,47,4,1,3,4,1,5,1,3,4,1,0.25
2020,Kent State,MAC,47,4,3,1,2,3,5,2,2,4,1,0.25
2020,San Diego St.,Mountain West,47,8,4,4,5,8,13,6,5,11,2,0.25
2020,San Jose St.,Mountain West,47,8,7,1,8,3,11,0,9,9,2,0.25
2020,Rice,C-USA,51,5,2,3,3,6,9,6,2,8,1,0.2
2020,TCU,Big 12,51,10,6,4,7,8,15,8,5,13,2,0.2
2020,West Virginia,Big 12,51,10,6,4,2,11,13,7,4,11,2,0.2
2020,Purdue,Big Ten,54,6,2,4,5,3,8,3,4,7,1,0.16666666666666666
2020,Wyoming,Mountain West,54,6,2,4,6,4,10,4,5,9,1,0.16666666666666666
2020,Georgia St.,Sun Belt,56,10,6,4,9,12,21,10,10,20,1,0.1
2020,Liberty,FBS Independent,57,11,10,1,6,11,17,9,7,16,1,0.09090909090909091
2020,Memphis,AAC,57,11,8,3,8,12,20,9,10,19,1,0.09090909090909091
2020,Appalachian St.,Sun Belt,59,12,9,3,3,15,18,6,11,17,1,0.08333333333333333
2020,Air Force,Mountain West,60,6,3,3,3,5,8,5,3,8,0,0.0
2020,California,Pac-12,60,4,1,3,2,3,5,2,3,5,0,0.0
2020,Eastern Michigan,MAC,60,6,2,4,9,3,12,6,6,12,0,0.0
2020,Florida Atlantic,C-USA,60,9,5,4,5,6,11,5,6,11,0,0.0
2020,Fresno St.,Mountain West,60,6,3,3,6,4,10,5,5,10,0,0.0
2020,Miami (FL),OH ,60,3,2,1,0,2,2,1,1,2,0,0.0
2020,Minnesota,Big Ten,60,7,3,4,2,5,7,2,5,7,0,0.0
2020,Nevada,Mountain West,60,9,7,2,3,6,9,5,4,9,0,0.0
2020,Oklahoma St.,Big 12,60,11,8,3,10,6,16,6,10,16,0,0.0
2020,Utah,Pac-12,60,5,3,2,6,7,13,6,7,13,0,0.0
2020,Wisconsin,Big Ten,60,7,4,3,4,8,12,5,7,12,0,0.0
2020,South Alabama,Sun Belt,71,11,4,7,7,7,14,9,6,15,-1,-0.09090909090909091
2020,Virginia,ACC,72,10,5,5,7,11,18,5,14,19,-1,-0.1
2020,North Carolina,ACC,73,12,8,4,3,8,11,5,8,13,-2,-0.16666666666666666
2020,Florida Intl,C-USA,74,5,0,5,1,2,3,2,2,4,-1,-0.2
2020,Georgia,SEC,74,10,8,2,4,9,13,4,11,15,-2,-0.2
2020,Louisiana Tech,C-USA,74,10,5,5,5,9,14,2,14,16,-2,-0.2
2020,Navy,AAC,74,10,3,7,6,3,9,7,4,11,-2,-0.2
2020,Middle Tennessee,C-USA,78,9,3,6,6,8,14,6,10,16,-2,-0.2222222222222222
2020,Tulsa,AAC,78,9,6,3,10,6,16,7,11,18,-2,-0.2222222222222222
2020,UAB,C-USA,78,9,6,3,6,8,14,7,9,16,-2,-0.2222222222222222
2020,Florida,SEC,81,12,8,4,7,9,16,9,10,19,-3,-0.25
2020,Texas St.,Sun Belt,81,12,2,10,8,7,15,4,14,18,-3,-0.25
2020,Oregon St.,Pac-12,83,7,2,5,1,5,6,3,5,8,-2,-0.2857142857142857
2020,Temple,AAC,83,7,1,6,9,3,12,3,11,14,-2,-0.2857142857142857
2020,UCLA,Pac-12,83,7,3,4,2,9,11,7,6,13,-2,-0.2857142857142857
2020,Kansas St.,Big 12,86,10,4,6,5,7,12,5,10,15,-3,-0.3
2020,Southern Miss,C-USA,86,10,3,7,7,6,13,7,9,16,-3,-0.3
2020,East Carolina,AAC,88,9,3,6,8,10,18,12,9,21,-3,-0.3333333333333333
2020,Florida St.,ACC,88,9,3,6,6,8,14,4,13,17,-3,-0.3333333333333333
2020,Michigan,Big Ten,88,6,2,4,2,2,4,2,4,6,-2,-0.3333333333333333
2020,Arkansas St.,Sun Belt,91,11,4,7,6,6,12,7,9,16,-4,-0.36363636363636365
2020,Troy,Sun Belt,91,11,5,6,6,8,14,5,13,18,-4,-0.36363636363636365
2020,South Carolina,SEC,93,10,2,8,3,8,11,6,9,15,-4,-0.4
2020,Western Kentucky,C-USA,94,12,5,7,4,6,10,11,4,15,-5,-0.4166666666666667
2020,Kansas,Big 12,95,9,0,9,6,4,10,4,10,14,-4,-0.4444444444444444
2020,South Florida,AAC,95,9,1,8,3,10,13,11,6,17,-4,-0.4444444444444444
2020,Akron,MAC,97,6,1,5,4,2,6,3,6,9,-3,-0.5
2020,Colorado,Pac-12,97,6,4,2,4,4,8,4,7,11,-3,-0.5
2020,Missouri,SEC,97,10,5,5,5,4,9,8,6,14,-5,-0.5
2020,NC State,ACC,97,12,8,4,3,10,13,4,15,19,-6,-0.5
2020,Northern Illinois,MAC,97,6,0,6,2,5,7,8,2,10,-3,-0.5
2020,Ole Miss,SEC,97,10,5,5,7,6,13,4,14,18,-5,-0.5
2020,Tennessee,SEC,97,10,3,7,5,5,10,6,9,15,-5,-0.5
2020,Toledo,MAC,97,6,4,2,5,4,9,5,7,12,-3,-0.5
2020,Washington St.,Pac-12,97,4,1,3,4,2,6,4,4,8,-2,-0.5
2020,Western Michigan,MAC,97,6,4,2,1,2,3,4,2,6,-3,-0.5
2020,Boise St.,Mountain West,107,7,5,2,0,3,3,4,3,7,-4,-0.5714285714285714
2020,North Texas,C-USA,108,10,4,6,2,7,9,6,9,15,-6,-0.6
2020,Mississippi St.,SEC,109,11,4,7,7,11,18,7,18,25,-7,-0.6363636363636364
2020,UNLV,Mountain West,110,6,0,6,3,2,5,5,4,9,-4,-0.6666666666666666
2020,Georgia Tech,ACC,111,10,3,7,12,6,18,12,13,25,-7,-0.7
2020,Penn State,Big Ten,112,9,4,5,6,4,10,8,9,17,-7,-0.7777777777777778
2020,UL Monroe,Sun Belt,113,10,0,10,7,4,11,7,12,19,-8,-0.8
2020,UTEP,C-USA,114,8,3,5,6,2,8,6,9,15,-7,-0.875
2020,Vanderbilt,SEC,115,9,0,9,7,2,9,6,11,17,-8,-0.8888888888888888
2020,Texas Tech,Big 12,116,10,4,6,5,5,10,8,11,19,-9,-0.9
2020,Massachusetts,FBS Independent,117,4,0,4,3,0,3,2,5,7,-4,-1.0
2020,Utah St.,Mountain West,117,6,1,5,2,2,4,5,5,10,-6,-1.0
2020,Louisville,ACC,119,11,4,7,7,5,12,12,12,24,-12,-1.0909090909090908
2020,Houston,AAC,120,8,3,5,3,3,6,6,10,16,-10,-1.25
2020,Michigan St.,Big Ten,121,7,2,5,6,5,11,8,12,20,-9,-1.2857142857142858
2020,Oregon,Pac-12,121,7,4,3,2,5,7,10,6,16,-9,-1.2857142857142858
2020,Nebraska,Big Ten,123,8,3,5,2,5,7,9,9,18,-11,-1.375
2020,Maryland,Big Ten,124,5,2,3,2,2,4,2,9,11,-7,-1.4
2020,Duke,ACC,125,11,2,9,11,9,20,20,19,39,-19,-1.7272727272727273
2020,Arizona,Pac-12,126,5,0,5,1,2,3,5,7,12,-9,-1.8
2020,Bowling Green,MAC,127,5,0,5,1,0,1,4,7,11,-10,-2.0
